circrna,N1,N2,N3,N4,N5,T1,T2,T3,T4,T5
chr7:49834787-49834974(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr7:69396942-69397231(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr2:135694411-135696632(+),0,2.0285877202,0,1.3280223974,0,0,0,0,0,0
chr18:76856476-76886375(-),0,2.0285877202,2.0285877202,0,0,0,0,0,0,0
chr2:21269155-21271343(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr9:87356807-87367000(-),1.2856780257,3.0428815803,3.0428815803,0,0,0,0,0,0,0
chr16:20484484-20562047(-),0,0,0,0,0,0,4.0571754404,0,0,0
chr13:33739474-33741759(-),2.5713560513,0,2.0285877202,0,2.1211715561,0,0,0,0,0
chr2:238622902-238636578(+),0,0,0,3.9840671921,0,0,0,0,0,0
chr2:210742678-210761137(-),0,2.0285877202,2.0285877202,0,0,0,0,0,0,0
chr15:93552375-93558139(+),1.2856780257,0,3.0428815803,0,0,0,0,0,0,0
chr15:91030186-91035943(+),1.2856780257,0,0,5.9761007882,2.1211715561,0,0,0,0,0
chr12:41302159-41318454(+),0,2.0285877202,0,5.9761007882,0,0,0,0,0,0
chrX:122446122-122446320(-),0,0,0,0,0,0,0,0,5.0714693005,0
chr1:153791267-153792211(-),1.2856780257,3.0428815803,0,2.6560447947,1.0605857781,0,0,0,0,0
chr16:33906720-33907061(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:20216878-20220973(+),0,0,0,0,3.1817573342,0,0,0,0,0
chr1:155677337-155677531(-),0,0,0,0,0,0,0,0,3.0428815803,0
chr15:52058570-52075025(+),0,3.0428815803,2.0285877202,0,0,0,0,0,0,0
chr12:9074537-9079397(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:61749746-61753656(+),0,2.0285877202,0,1.9920335961,0,0,0,0,0,0
chrY:13467326-13485995(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr2:24933926-24952555(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr2:131941858-131942039(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:166872258-166872620(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr2:59604925-59605094(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:28733921-28735550(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr8:113293403-113304939(-),0,0,1.0142938601,0,4.2423431122,0,0,0,0,0
chr14:39746138-39748741(+),19.2851703848,7.1000570206,8.1143508807,12.616212775,5.3029288903,0,0,0,0,0
chr11:81626030-81626849(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr15:83793424-83796229(+),0,0,0,4.6480783908,0,0,0,0,0,0
chr6:70423537-70462248(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr10:55102869-55107021(+),0,0,0,0,0,3.0428815803,0,0,0,0
chr2:67899903-67900143(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr6:152527303-152577900(-),0,0,3.0428815803,0,0,0,0,0,0,0
chr5:149786444-149792301(-),0,0,0,3.3200559934,0,0,0,0,0,0
chr5:109078883-109079365(+),0,0,0,0,0,0,0,0,0,10.1429386009
chr7:134266235-134269242(-),0,0,0,0,0,0,0,0,0,19.2715833417
chr1:162242162-162270496(+),0,3.0428815803,1.0142938601,0,0,0,0,0,0,0
chr3:89456419-89499520(+),0,2.0285877202,2.0285877202,0,1.0605857781,0,0,0,0,0
chr5:140035785-140036808(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr16:70906437-70906629(+),0,0,0,0,0,0,0,0,4.0571754404,0
chrX:102152502-102160665(+),2.5713560513,1.0142938601,1.0142938601,0,1.0605857781,0,0,0,0,0
chr21:38827472-38827626(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr5:13622291-13622492(+),0,0,0,0,0,0,0,0,3.0428815803,0
chr22:41527392-41537226(+),0,1.0142938601,1.0142938601,5.3120895895,0,0,0,0,0,0
chr1:111661427-111667503(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr6:31751991-31753510(-),0,0,0,2.6560447947,0,0,0,0,0,0
chr14:32615469-32621734(+),1.2856780257,0,0,3.3200559934,1.0605857781,0,0,0,0,0
chr9:24585799-24585960(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr8:42317414-42330172(-),2.5713560513,2.0285877202,1.0142938601,0,2.1211715561,0,0,0,0,0
chr22:24402108-24402457(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:94964158-94972198(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr2:41594331-41595155(-),0,0,0,0,0,0,0,0,0,21.3001710619
chr2:203834642-203836461(+),0,0,0,0,2.1211715561,0,0,0,0,0
chr1:242092449-242092814(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr17:74154405-74155599(-),0,0,0,0,0,0,0,0,6.0857631605,0
chr14:39554966-39556212(-),0,0,4.0571754404,0,0,0,0,0,0,0
chr2:201721405-201726585(-),0,1.0142938601,2.0285877202,0,0,0,0,0,0,0
chr8:80642906-80643159(+),0,0,0,0,0,0,0,3.0428815803,0,0
chr2:161619340-161623235(+),0,0,0,0,0,0,0,5.0714693005,0,0
chr18:74691154-74691311(-),0,0,1.0142938601,0,4.2423431122,0,0,0,0,0
chr2:32822818-32836649(+),5.1427121026,0,0,0,0,0,0,0,0,0
chr2:166691017-166691192(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr9:102988344-102988517(+),0,0,0,0,2.1211715561,0,0,0,0,0
chr3:154002372-154029463(-),1.2856780257,0,3.0428815803,0,0,0,0,0,0,0
chr14:93934017-93963632(-),2.5713560513,0,0,0,0,0,0,0,0,0
chr3:141047817-141048112(+),0,0,0,0,0,0,0,0,6.0857631605,0
chr16:14680175-14698083(-),0,1.0142938601,0,3.3200559934,0,0,0,0,0,0
chrX:106121723-106121900(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr10:70960036-70962799(+),2.5713560513,0,0,0,0,0,0,0,0,0
chr11:31732234-31732468(-),0,0,0,0,0,0,0,0,0,15.2144079014
chr1:153609898-153610056(+),0,0,0,0,0,0,0,0,2.0285877202,0
chr1:32650126-32653725(+),0,0,0,7.3041231855,0,0,0,0,0,0
chr13:45975218-45980112(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr2:242522958-242545888(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr2:21013090-21013375(+),0,0,0,0,0,0,0,8.1143508807,0,0
chrM:7942-9107(+),0,0,0,0,0,1.0142938601,0,0,0,6.0857631605
chr10:120871361-120879964(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr4:81256898-81284038(+),0,3.0428815803,2.0285877202,6.6401119869,0,0,0,0,0,0
chr7:14613837-14669893(-),0,2.0285877202,3.0428815803,0,0,0,0,0,0,0
chr7:156291586-156291839(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr1:186375215-186405441(+),1.2856780257,3.0428815803,0,0,1.0605857781,0,0,0,0,0
chr9:11882273-11882640(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr14:79875110-79875397(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr12:109958953-109959356(+),0,0,0,2.6560447947,0,0,0,0,0,0
chr3:121441109-121449820(-),0,0,3.0428815803,0,0,0,0,0,0,0
chr17:30315339-30315516(+),5.1427121026,2.0285877202,3.0428815803,8.6321455829,5.3029288903,0,0,0,0,0
chr7:155465561-155473602(+),1.2856780257,4.0571754404,5.0714693005,5.9761007882,3.1817573342,0,0,0,0,0
chr20:42394805-42395026(-),0,0,0,0,0,0,0,3.0428815803,0,0
chr2:232146772-232196609(+),2.5713560513,4.0571754404,2.0285877202,0,2.1211715561,0,0,0,0,0
chr14:53177819-53180686(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr7:6472468-6476164(-),0,1.0142938601,0,6.6401119869,1.0605857781,0,0,0,0,0
chr5:162515036-162515192(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr12:32863863-32866305(+),1.2856780257,0,1.0142938601,4.6480783908,1.0605857781,0,0,0,0,0
chr18:43519008-43520051(-),0,0,0,0,0,0,0,0,6.0857631605,0
chr12:55635725-55636118(-),0,0,0,0,0,0,0,0,0,16.2287017615
chr1:46079768-46082065(+),1.2856780257,2.0285877202,1.0142938601,0,3.1817573342,0,0,0,0,0
chr11:71693807-71701763(+),0,0,0,2.6560447947,1.0605857781,0,0,0,0,0
chr12:30818154-30819185(-),1.2856780257,0,0,0,2.1211715561,0,0,0,0,0
chr12:49333438-49334971(-),16.7138143335,4.0571754404,29.4145219426,48.472817504,5.3029288903,0,0,0,0,0
chr1:110121826-110125187(+),2.5713560513,0,1.0142938601,3.9840671921,0,0,0,0,0,0
chr5:38377027-38377500(+),0,0,0,0,0,0,0,0,0,4.0571754404
chr7:87964623-87964834(-),0,0,0,0,0,0,0,0,5.0714693005,0
chr5:115627214-115639380(+),0,1.0142938601,0,5.3120895895,0,0,0,0,0,0
chr12:93788000-93788844(+),0,0,0,0,0,3.0428815803,0,0,0,0
chr10:126097111-126097534(-),2.5713560513,0,2.0285877202,0,0,0,0,0,0,0
chr17:65914830-65919106(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr5:60825879-60835586(+),0,0,0,0,4.2423431122,0,0,0,0,0
chr13:81226617-81270431(+),0,0,5.0714693005,2.6560447947,1.0605857781,0,0,0,0,0
chr5:142675025-142693733(-),1.2856780257,1.0142938601,0,1.3280223974,2.1211715561,0,0,0,0,0
chr4:89787186-89787361(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr10:88256958-88260500(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr7:86223485-86226365(-),8.9997461796,1.0142938601,9.1286447408,17.2642911658,6.3635146684,0,0,0,0,0
chr19:37000867-37002318(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr6:74432974-74446231(+),2.5713560513,0,1.0142938601,0,0,0,0,0,0,0
chr8:61707545-61714152(+),2.5713560513,4.0571754404,2.0285877202,2.6560447947,3.1817573342,0,0,0,0,0
chr10:116776861-116778241(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr2:144966170-144993304(-),2.5713560513,6.0857631605,7.1000570206,0,1.0605857781,0,0,0,0,0
chr17:64049854-64092750(-),0,0,0,0,4.2423431122,0,0,0,0,0
chr17:31149505-31149674(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:121485020-121485358(-),0,0,0,0,0,23.3287587821,15.2144079014,40.5717544036,0,19.2715833417
chr7:40779184-40779370(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr13:21955573-21965993(-),0,1.0142938601,0,3.3200559934,2.1211715561,0,0,0,0,0
chrM:4087-14742(+),0,0,0,0,0,3.0428815803,1.0142938601,0,0,0
chr9:79318253-79328637(-),1.2856780257,0,1.0142938601,0,2.1211715561,0,0,0,0,0
chrM:1698-16338(-),0,0,0,0,0,0,0,0,0,32.4574035229
chr15:64039117-64040057(-),1.2856780257,5.0714693005,2.0285877202,0,0,0,0,0,0,0
chr2:50545123-50545349(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr5:142281500-142287369(+),0,0,0,0,2.1211715561,0,0,0,0,0
chrM:14328-14687(-),0,0,0,0,0,0,0,4.0571754404,0,0
chr1:90295400-90295984(+),0,0,0,0,0,3.0428815803,0,0,0,0
chr8:106423900-106456609(+),0,0,0,5.3120895895,0,0,0,0,0,0
chr6:109466422-109477080(+),0,3.0428815803,0,0,0,0,0,0,0,0
chr4:155560006-155560485(-),0,0,0,0,0,0,0,6.0857631605,0,0
chr6:58777321-58777660(+),0,0,0,0,0,0,4.0571754404,0,0,0
chr7:158580695-158591763(-),11.5711022309,4.0571754404,4.0571754404,13.2802239737,10.6058577806,0,0,0,0,0
chr1:16812921-16817421(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr5:145843114-145863192(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr8:131164982-131179868(-),0,0,0,3.9840671921,0,0,0,0,0,0
chr3:39554874-39555097(+),1.2856780257,0,2.0285877202,13.9442351724,5.3029288903,0,0,0,0,0
chr1:1356188-1356355(-),0,0,0,3.9840671921,0,0,0,0,0,0
chr1:96253224-96253412(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr10:118451862-118466796(-),0,0,1.0142938601,0,2.1211715561,0,0,0,0,0
chrM:13525-14488(-),0,0,0,0,0,1.0142938601,3.0428815803,0,0,11.157232461
chr6:157394404-157395527(+),0,0,0,0,0,0,0,5.0714693005,0,0
chr1:156186331-156186509(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr3:187983960-187984658(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr6:25224986-25226224(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr11:24927537-25004839(+),0,1.0142938601,0,5.3120895895,1.0605857781,0,0,0,0,0
chr2:136071059-136103205(-),1.2856780257,0,0,0,2.1211715561,0,0,0,0,0
chr7:61967524-61970414(-),0,0,0,0,0,3.0428815803,6.0857631605,2.0285877202,1.0142938601,0
chr16:46895003-46895173(-),0,0,0,0,0,5.0714693005,0,0,0,0
chr12:52180326-52184286(+),0,0,2.0285877202,0,0,0,0,0,0,0
chrM:428-2389(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:123247518-123248626(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr5:148885010-148892772(-),0,2.0285877202,0,0.6640111987,1.0605857781,0,0,0,0,0
chr7:72440123-72440650(-),0,2.0285877202,0,3.9840671921,0,0,0,0,0,0
chrM:5103-6962(+),0,0,0,0,0,0,0,0,6.0857631605,0
chr1:78324623-78340796(+),0,0,4.0571754404,0,0,0,0,0,0,0
chrX:11958506-11974794(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr1:8525985-8617582(-),1.2856780257,8.1143508807,4.0571754404,9.2961567816,1.0605857781,0,0,0,0,0
chr2:22723742-22723891(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr19:9152748-9152998(+),0,0,0,0,0,0,0,0,0,9.1286447408
chr1:219410237-219410914(+),0,0,0,0,0,0,0,4.0571754404,0,0
chr1:208813891-208814469(+),0,0,0,0,0,0,4.0571754404,0,0,0
chr9:122626604-122627321(-),0,0,0,0,0,0,0,0,4.0571754404,0
chr12:108757055-108757512(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:62227836-62228117(+),0,1.0142938601,3.0428815803,0,3.1817573342,0,0,0,0,0
chr19:16623513-16623668(+),0,0,0,0,0,0,1.0142938601,0,0,1.0142938601
chr2:61118818-61128218(+),2.5713560513,3.0428815803,0,7.9681343842,3.1817573342,0,0,0,0,0
chr2:61343114-61345251(+),14.1424582822,17.2429956215,11.157232461,17.2642911658,14.8482008929,0,0,0,0,0
chr2:46809974-46810127(+),0,0,0,0,0,0,0,4.0571754404,0,0
chr14:107085009-107096884(-),0,0,0,0,0,0,0,3.0428815803,0,0
chr7:50287746-50287961(-),0,0,0,0,0,0,0,0,3.0428815803,0
chr9:134381501-134381840(+),16.7138143335,9.1286447408,2.0285877202,26.5604479474,3.1817573342,0,0,0,0,0
chr21:42609440-42629253(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr9:130094553-130104613(+),0,3.0428815803,2.0285877202,0,0,0,0,0,0,0
chrX:144875475-144875628(-),0,0,0,0,0,3.0428815803,0,0,0,0
chr4:76383164-76383330(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr14:30183951-30184246(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr17:76396816-76397138(+),2.5713560513,2.0285877202,6.0857631605,0,3.1817573342,0,0,0,0,0
chr6:58777367-58778388(-),0,0,0,0,0,0,0,0,0,12.1715263211
chr15:56428598-56428765(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr3:165236771-165237700(-),0,0,0,0,0,0,0,0,3.0428815803,0
chr18:9583115-9595100(+),2.5713560513,0,0,0,0,0,0,0,0,0
chr15:98890542-98891510(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr7:91924203-91957214(+),19.2851703848,15.2144079014,52.7432807247,8.6321455829,19.0905440051,0,0,0,0,0
chrM:14073-14533(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr6:102855326-102858289(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr7:32672155-32718742(-),1.2856780257,0,3.0428815803,0,2.1211715561,0,0,0,0,0
chr1:219609206-219609620(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr4:56336884-56376232(-),0,2.0285877202,1.0142938601,0,2.1211715561,0,0,0,0,0
chr1:34471222-34471381(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr7:137586548-137586862(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr11:68350511-68363686(+),0,0,0,2.6560447947,0,0,0,0,0,0
chr10:42355932-42377983(-),0,0,0,0,0,2.0285877202,0,0,0,0
chrM:10544-11280(+),0,0,0,0,0,0,0,0,2.0285877202,0
chr17:62579579-62582288(-),0,2.0285877202,0,0,1.0605857781,0,0,0,0,0
chr9:119380603-119382722(-),3.857034077,1.0142938601,2.0285877202,2.6560447947,1.0605857781,0,0,0,0,0
chr10:33412423-33413718(+),0,0,0,0,0,0,0,0,0,5.0714693005
chr11:120346049-120348235(+),21.8565264361,10.1429386009,7.1000570206,14.6082463711,4.2423431122,0,0,0,0,0
chr2:39519914-39536660(-),0,0,4.0571754404,0,0,0,0,0,0,0
chrM:6358-6507(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr15:44887457-44889141(-),1.2856780257,0,0,1.3280223974,0,0,0,0,0,0
chr20:47585684-47592736(+),0,0,0,0,2.1211715561,0,0,0,0,0
chr18:4143006-4143579(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr17:5991310-5998543(+),3.857034077,0,0,0,3.1817573342,0,0,0,0,0
chrX:61812046-61830857(+),0,0,0,0,0,0,0,0,5.0714693005,0
chr15:86283453-86284726(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr20:55745697-55758975(-),1.2856780257,1.0142938601,0,3.3200559934,0,0,0,0,0,0
chr2:113157209-113157771(-),16.7138143335,14.2001140413,2.0285877202,7.9681343842,9.5452720026,0,0,0,0,0
chr18:68468636-68478670(+),2.5713560513,0,0,0,0,0,0,0,0,0
chr6:103816730-103817224(+),0,0,0,0,0,0,0,0,0,13.1858201812
chr1:78319628-78322582(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr6:29856375-29911226(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr20:35312816-35317187(-),1.2856780257,3.0428815803,0,0,0,0,0,0,0,0
chr12:27143383-27152609(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr3:158399784-158409437(+),0,4.0571754404,1.0142938601,0,0,0,0,0,0,0
chr8:103372299-103373854(-),24.4278824874,19.2715833417,9.1286447408,23.9044031527,19.0905440051,0,0,0,0,0
chrX:61686675-61720960(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr2:120677645-120692534(+),2.5713560513,1.0142938601,2.0285877202,4.6480783908,3.1817573342,0,0,0,0,0
chr1:10952682-10952924(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr15:52515741-52529843(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr19:34884641-34884862(+),0,0,0,1.3280223974,0,0,0,0,0,0
chr4:36270677-36270833(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr8:30538421-30557652(-),0,0,2.0285877202,1.3280223974,0,0,0,0,0,0
chr7:97579462-97579765(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr2:159389692-159433895(+),0,0,1.0142938601,3.9840671921,0,0,0,0,0,0
chr8:26265516-26268010(+),0,0,3.0428815803,0,0,0,0,0,0,0
chr13:42385361-42407667(-),1.2856780257,1.0142938601,0,4.6480783908,3.1817573342,0,0,0,0,0
chr7:47880931-47881122(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr13:78293652-78327493(+),0,0,0,2.6560447947,0,0,0,0,0,0
chr8:2000276-2005604(+),0,0,0,6.6401119869,0,0,0,0,0,0
chr5:73893447-73893839(+),0,0,0,0,0,0,0,0,7.1000570206,0
chr17:49118862-49145373(-),0,0,2.0285877202,1.3280223974,0,0,0,0,0,0
chr3:116942338-116942536(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr8:142174140-142174839(+),0,0,0,0,0,0,0,8.1143508807,0,0
chr1:10425158-10425706(+),0,0,0,1.3280223974,1.0605857781,0,0,0,0,0
chrX:138313761-138313938(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr1:155408118-155429689(-),14.1424582822,14.2001140413,12.1715263211,13.9442351724,15.9087866709,0,1.0142938601,0,0,0
chr1:207444251-207444486(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr1:206658334-206661327(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr12:82070570-82082269(-),0,0,0,2.6560447947,0,0,0,0,0,0
chr5:109103236-109125228(+),1.2856780257,2.0285877202,9.1286447408,4.6480783908,12.7270293367,0,0,0,0,0
chr5:149520425-149523608(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr1:178802559-178855255(+),0,3.0428815803,0,0,0,0,0,0,0,0
chr2:55054703-55098742(+),0,0,4.0571754404,0,0,0,0,0,0,0
chr9:17786379-17795456(+),1.2856780257,0,3.0428815803,3.3200559934,0,0,0,0,0,0
chr17:31149508-31149673(+),0,0,0,0,0,0,0,0,0,3.0428815803
chr19:54283083-54283243(-),0,0,0,0,0,0,0,3.0428815803,0,0
chrX:21519638-21550185(+),1.2856780257,0,1.0142938601,0,2.1211715561,0,0,0,0,0
chr21:30698380-30702014(+),1.2856780257,0,2.0285877202,3.3200559934,0,0,0,0,0,0
chr7:17460034-17466249(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr14:102909984-102912284(+),6.4283901283,0,6.0857631605,17.9283023645,0,0,0,0,0,0
chr19:56885427-56885611(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:150059779-150063706(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr11:59081561-59081761(+),0,0,0,0,0,0,0,0,2.0285877202,0
chr5:71283966-71284429(+),0,0,0,0,0,0,0,0,4.0571754404,0
chr14:32902666-32903023(+),0,0,2.0285877202,0,1.0605857781,0,0,0,0,0
chr17:62025906-62026150(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr4:15841649-15842161(+),0,0,0,5.3120895895,0,0,0,0,0,0
chrX:20204414-20222221(-),1.2856780257,2.0285877202,5.0714693005,0,0,0,0,0,0,0
chr11:61133517-61135470(+),1.2856780257,3.0428815803,3.0428815803,5.3120895895,4.2423431122,0,0,0,0,0
chr6:17507400-17514185(+),5.1427121026,8.1143508807,1.0142938601,1.3280223974,2.1211715561,0,0,0,0,0
chr1:52299689-52302110(-),0,1.0142938601,0,3.9840671921,1.0605857781,0,0,0,0,0
chr10:52276083-52350007(-),2.5713560513,0,1.0142938601,16.6002799671,0,0,0,0,0,0
chr2:33411923-33447218(+),0,0,0,1.9920335961,0,0,0,0,0,0
chr10:24918925-24955938(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr3:27540867-27541126(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:85781266-85783383(-),0,0,2.0285877202,0,1.0605857781,0,0,0,0,0
chr1:194264736-194264909(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr3:195966517-195968931(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr1:23301339-23301503(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr15:55333392-55333572(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr11:134924481-134924706(+),0,0,0,0,0,0,0,0,0,6.0857631605
chr5:133493398-133509713(-),1.2856780257,0,0,3.3200559934,0,0,0,0,0,0
chr2:187087137-187087398(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:156640743-156640916(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr2:180815239-180815653(-),6.4283901283,6.0857631605,6.0857631605,19.2563247619,8.4846862245,0,0,0,0,0
chr8:15480589-15531345(+),0,1.0142938601,0,0,3.1817573342,0,0,0,0,0
chr17:78263458-78265626(+),0,0,0,5.9761007882,0,0,0,0,0,0
chr14:73002894-73008328(+),0,0,0,3.9840671921,0,0,0,0,0,0
chr1:243493842-243507633(+),0,0,0,4.6480783908,0,0,0,0,0,0
chr22:35477216-35477654(-),0,0,0,0,0,0,0,3.0428815803,0,0
chr7:148543562-148544397(-),0,2.0285877202,0,5.3120895895,0,0,0,0,0,0
chr2:172305191-172330485(+),0,2.0285877202,0,8.6321455829,1.0605857781,0,0,0,0,0
chr17:22175174-22175512(+),0,0,0,0,0,0,5.0714693005,0,0,0
chr8:42919244-42938323(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr6:13134200-13134488(-),0,0,0,0,0,0,0,0,0,6.0857631605
chr1:31782891-31811895(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr3:4797631-4797791(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr3:124453940-124463050(+),1.2856780257,0,3.0428815803,0,1.0605857781,0,0,0,0,0
chr11:132305980-132307253(-),1.2856780257,0,3.0428815803,0,0,0,0,0,0,0
chr10:31970292-31970506(-),0,0,0,0,0,0,0,0,0,6.0857631605
chr15:39901506-39905815(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr10:126952588-126952769(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:73001637-73043538(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr7:94663742-94663979(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr12:105238250-105289123(-),2.5713560513,0,0,0,0,0,0,0,0,0
chr8:105314752-105314976(-),0,0,0,0,0,0,0,7.1000570206,0,0
chr9:36351112-36352845(-),0,0,0,3.9840671921,0,0,0,0,0,0
chr1:155695173-155695810(+),12.8567802565,9.1286447408,5.0714693005,9.9601679803,23.3328871174,0,0,0,0,0
chr3:138654617-138654782(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr1:10527247-10529395(-),1.2856780257,3.0428815803,0,0,1.0605857781,0,0,0,0,0
chr16:7199999-7200177(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr12:92108213-92108368(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr3:439315-439468(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr12:52139687-52145377(+),1.2856780257,4.0571754404,3.0428815803,11.9522015763,2.1211715561,0,0,0,0,0
chr17:45668083-45668247(+),1.2856780257,1.0142938601,0,0,2.1211715561,0,0,0,0,0
chr8:92201750-92213020(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr15:50866834-50867986(-),0,0,2.0285877202,0,0,0,0,0,0,0
chrM:8423-8940(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr6:166392516-166392712(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr12:109660312-109661709(+),3.857034077,2.0285877202,0,2.6560447947,8.4846862245,0,0,0,0,0
chr11:9133820-9134036(+),0,0,0,0,0,0,4.0571754404,0,0,0
chr10:31197862-31230580(-),2.5713560513,2.0285877202,1.0142938601,0,0,0,0,0,0,0
chr12:129485942-129487237(+),0,0,0,3.9840671921,0,0,0,0,0,0
chr19:37482078-37482748(+),1.2856780257,1.0142938601,0,0,6.3635146684,0,0,0,0,0
chr7:55163489-55163693(-),0,0,0,0,0,5.0714693005,0,0,0,0
chr12:87216840-87217041(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr3:15631047-15637931(-),1.2856780257,5.0714693005,0,7.3041231855,0,0,0,0,0,0
chr11:103173822-103182762(+),1.2856780257,0,1.0142938601,4.6480783908,0,0,0,0,0,0
chr15:48902925-48905289(+),2.5713560513,0,0,0,0,0,0,0,0,0
chr6:25509884-25520565(+),0,1.0142938601,0,0,2.1211715561,0,0,0,0,0
chr2:114202541-114239805(+),0,0,0,4.6480783908,0,0,0,0,0,0
